"Sprite Reference","Continent","Type","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian",""
"IvoryCoast","Africa","Nationality","HUDText","Ivorian","PSG_10001163","","","","","","","de Côte d'Ivoire","<gender^NationalityGender=F>
ivoriana
</gender>
<gender^NationalityGender=M>
ivoriano
</gender>","ivorisch","<gender^NationalityGender=F>
marfileña
</gender>
<gender^NationalityGender=M>
marfileño
</gender>","marfinense","Ivoriaanse","elefántcsontparti","iworyjski","<gender^NationalityGender=F>
ивуарская
</gender>
<gender^NationalityGender=M>
ивуарский
</gender>",""
"Jamaica","North America","Nationality","HUDText","Jamaican","PSG_10001164","","","","","","","de Jamaïque","<gender^NationalityGender=F>
giamaicana
</gender>
<gender^NationalityGender=M>
giamaicano
</gender>
","jamaikanisch","<gender^NationalityGender=F>
jamaicana
</gender>
<gender^NationalityGender=M>
jamaicano
</gender>","<gender^NationalityGender=F>
jamaicana
</gender>
<gender^NationalityGender=M>
jamaicano
</gender>
","Jamaicaanse","jamaicai","jamajski","<gender^NationalityGender=F>
ямайская
</gender>
<gender^NationalityGender=M>
ямайский
</gender>",""
"Japan","Asia","Nationality","HUDText","Japanese","PSG_10001165","","","","","","","du Japon","giapponese","japanisch","<gender^NationalityGender=F>
japonesa
</gender>
<gender^NationalityGender=M>
japonés
</gender>","<gender^NationalityGender=F>
japonesa
</gender>
<gender^NationalityGender=M>
japonês
</gender>
","Japanse","japán","japoński","<gender^NationalityGender=F>
японская
</gender>
<gender^NationalityGender=M>
японский
</gender>",""
"Jordan","Asia","Nationality","HUDText","Jordanian","PSG_10001166","","","","","","","de Jordanie","<gender^NationalityGender=F>
giordana
</gender>
<gender^NationalityGender=M>
giordano
</gender>
","jordanisch","<gender^NationalityGender=F>
jordana
</gender>
<gender^NationalityGender=M>
jordano
</gender>","<gender^NationalityGender=F>
jordaniana
</gender>
<gender^NationalityGender=M>
jordaniano
</gender>
","Jordaanse","jordán","jordański","<gender^NationalityGender=F>
иорданская
</gender>
<gender^NationalityGender=M>
иорданский
</gender>",""
"Kazakhstan","Asia","Nationality","HUDText","Kazakh","PSG_10001167","","","","","","","du Kazakhstan","<gender^NationalityGender=F>
kazaka
</gender>
<gender^NationalityGender=M>
kazako
</gender>
","kasachisch","<gender^NationalityGender=F>
kazaja
</gender>
<gender^NationalityGender=M>
kazajo
</gender>","cazaque","Kazachse","kazah","kazaski","<gender^NationalityGender=F>
казахская
</gender>
<gender^NationalityGender=M>
казахский
</gender>",""
"Kenya","Africa","Nationality","HUDText","Kenyan","PSG_10001168","","","","","","","du Kenya","kenyota","kenianisch","keniata","<gender^NationalityGender=F>
queniana
</gender>
<gender^NationalityGender=M>
queniano
</gender>
","Keniaanse","kenyai","kenijski","<gender^NationalityGender=F>
кенийская
</gender>
<gender^NationalityGender=M>
кенийский
</gender>",""
"Kiribati","Oceania","Nationality","HUDText","I-Kiribati","PSG_10001169","","","","","","","de Kiribati","di Kiribati","kiribatisch","<gender^NationalityGender=F>
kiribatiana
</gender>
<gender^NationalityGender=M>
kiribatiano
</gender>","<gender^NationalityGender=F>
quiribatiana
</gender>
<gender^NationalityGender=M>
quiribatiano
</gender>
","Kiribatische","kiribati","kiribacki","<gender^NationalityGender=F>
кирибатская
</gender>
<gender^NationalityGender=M>
кирибатский
</gender>",""
"Kuwait","Asia","Nationality","HUDText","Kuwaiti","PSG_10001170","","","","","","","du Koweït","<gender^NationalityGender=F>
kuwaitiana
</gender>
<gender^NationalityGender=M>
kuwaitiano
</gender>
","kuwaitisch","kuwaití","<gender^NationalityGender=F>
kuwaitiana
</gender>
<gender^NationalityGender=M>
kuwaitiano
</gender>
","Koeweitse","kuvaiti","kuwejcki","<gender^NationalityGender=F>
кувейтская
</gender>
<gender^NationalityGender=M>
кувейтский
</gender>",""
"Kyrgyzstan","Asia","Nationality","HUDText","Kyrgyzstani","PSG_10001171","","","","","","","du Kirghizistan","<gender^NationalityGender=F>
kirghisa
</gender>
<gender^NationalityGender=M>
kirghiso
</gender>
","kirgisisch","kirguís","quirguiz","Kirgizische","kirgiz","kirgijski","<gender^NationalityGender=F>
киргизская
</gender>
<gender^NationalityGender=M>
киргизский
</gender>",""
"Laos","Asia","Nationality","HUDText","Laotian","PSG_10001172","","","","","","","du Laos","<gender^NationalityGender=F>
laotiana
</gender>
<gender^NationalityGender=M>
laotiano
</gender>
","laotisch","<gender^NationalityGender=F>
laosiana
</gender>
<gender^NationalityGender=M>
laosiano
</gender>","<gender^NationalityGender=F>
laociana
</gender>
<gender^NationalityGender=M>
laociano
</gender>
","Laotiaanse","laoszi","laotański","<gender^NationalityGender=F>
лаосская
</gender>
<gender^NationalityGender=M>
лаосский
</gender>",""
"Latvia","Europe","Nationality","HUDText","Latvian","PSG_10001173","","","","","","","de Lettonie","lettone","lettisch","<gender^NationalityGender=F>
letona
</gender>
<gender^NationalityGender=M>
letón
</gender>","<gender^NationalityGender=F>
letã
</gender>
<gender^NationalityGender=M>
letão
</gender>
","Letse","lett","łotewski","<gender^NationalityGender=F>
латвийская
</gender>
<gender^NationalityGender=M>
латвийский
</gender>",""
"Lebanon","Asia","Nationality","HUDText","Lebanese","PSG_10001174","","","","","","","du Liban","libanese","libanesisch","<gender^NationalityGender=F>
libanesa
</gender>
<gender^NationalityGender=M>
libanés
</gender>","<gender^NationalityGender=F>
libanesa
</gender>
<gender^NationalityGender=M>
libanês
</gender>
","Libanese","libanoni","libański","<gender^NationalityGender=F>
ливанская
</gender>
<gender^NationalityGender=M>
ливанский
</gender>",""
"Lesotho","Africa","Nationality","HUDText","Basotho","PSG_10001175","","","","","","","du Lesotho","basotho","basothisch","lesotense","<gender^NationalityGender=F>
lesotiana
</gender>
<gender^NationalityGender=M>
lesotiano
</gender>
","Basothaanse","lesothói","sotyjski","<gender^NationalityGender=F>
лесотская
</gender>
<gender^NationalityGender=M>
лесотский
</gender>",""
"Liberia","Africa","Nationality","HUDText","Liberian","PSG_10001176","","","","","","","du Liberia","<gender^NationalityGender=F>
liberiana
</gender>
<gender^NationalityGender=M>
liberiano
</gender>","liberianisch","<gender^NationalityGender=F>
liberiana
</gender>
<gender^NationalityGender=M>
liberiano
</gender>","<gender^NationalityGender=F>
liberiana
</gender>
<gender^NationalityGender=M>
liberiano
</gender>
","Liberiaanse","libériai","liberyjski","<gender^NationalityGender=F>
либерийская
</gender>
<gender^NationalityGender=M>
либерийский
</gender>",""
"Libya","Africa","Nationality","HUDText","Libyan","PSG_10001177","","","","","","","de Lybie","<gender^NationalityGender=F>
libica
</gender>
<gender^NationalityGender=M>
libico
</gender>","libysch","<gender^NationalityGender=F>
libia
</gender>
<gender^NationalityGender=M>
libio
</gender>","<gender^NationalityGender=F>
libanesa
</gender>
<gender^NationalityGender=M>
libanês
</gender>
","Libische","líbiai","libijski","<gender^NationalityGender=F>
ливийская
</gender>
<gender^NationalityGender=M>
ливийский
</gender>",""
"Liechtenstein","Europe","Nationality","HUDText","Liechtenstein","PSG_10001178","","","","","","","du Liechtenstein","del Liechtenstein","liechtensteinisch","<gender^NationalityGender=F>
liechtensteiniana
</gender>
<gender^NationalityGender=M>
liechtensteiniano
</gender>","liechtensteinense","Liechtensteinse","liechtensteini","liechtensteinski","<gender^NationalityGender=F>
лихтенштейнская
</gender>
<gender^NationalityGender=M>
лихтенштейнский
</gender>",""
"Lithuania","Europe","Nationality","HUDText","Lithuanian","PSG_10001179","","","","","","","de Lithuanie","<gender^NationalityGender=F>
lituana
</gender>
<gender^NationalityGender=M>
lituano
</gender>","litauisch","<gender^NationalityGender=F>
lituana
</gender>
<gender^NationalityGender=M>
lituano
</gender>","<gender^NationalityGender=F>
lituana
</gender>
<gender^NationalityGender=M>
lituano
</gender>
","Litouwse","litván","litewski","<gender^NationalityGender=F>
литовская
</gender>
<gender^NationalityGender=M>
литовский
</gender>",""
"Luxembourg","Europe","Nationality","HUDText","Luxembourgish","PSG_10001180","","","","","","","du Luxembourg","lussemburghese","luxemburgisch","<gender^NationalityGender=F>
luxemburguesa
</gender>
<gender^NationalityGender=M>
luxemburgués
</gender>","<gender^NationalityGender=F>
luxemburguesa
</gender>
<gender^NationalityGender=M>
luxemburguês
</gender>
","Luxemburgse","luxemburgi","luksemburski","<gender^NationalityGender=F>
люксембургская
</gender>
<gender^NationalityGender=M>
люксембургский
</gender>",""
"Macedonia","Europe","Nationality","HUDText","Macedonian","PSG_10001181","","","","","","","de Macédoine","macedone","mazedonisch","<gender^NationalityGender=F>
macedonia
</gender>
<gender^NationalityGender=M>
macedonio
</gender>","<gender^NationalityGender=F>
macedônia
</gender>
<gender^NationalityGender=M>
macedônio
</gender>
","Macedonische","macedón","macedoński","<gender^NationalityGender=F>
македонская
</gender>
<gender^NationalityGender=M>
македонский
</gender>",""
"Madagascar","Africa","Nationality","HUDText","Malagasy","PSG_10001182","","","","","","","de Madagascar","<gender^NationalityGender=F>
malgascia
</gender>
<gender^NationalityGender=M>
malgascio
</gender>
","madagassisch","<gender^NationalityGender=F>
malgachesa
</gender>
<gender^NationalityGender=M>
malgache
</gender>","malgaxe","Malagassische","madagaszkári","madagaskarski","<gender^NationalityGender=F>
малагасийская
</gender>
<gender^NationalityGender=M>
малагасийский
</gender>",""
"Malawi","Africa","Nationality","HUDText","Malawian","PSG_10001184","","","","","","","du Malawi","del Malawi","malawisch","malauí","<gender^NationalityGender=F>
malauiana
</gender>
<gender^NationalityGender=M>
malauiano
</gender>
","Malawische","malawi","malawijski","<gender^NationalityGender=F>
малавийская
</gender>
<gender^NationalityGender=M>
малавийский
</gender>",""
"Malaysia","Asia","Nationality","HUDText","Malaysian","PSG_10001185","","","","","","","de Malaisie","malese","malaysisch","<gender^NationalityGender=F>
malasia
</gender>
<gender^NationalityGender=M>
malasio
</gender>","<gender^NationalityGender=F>
malaia
</gender>
<gender^NationalityGender=M>
malaio
</gender>
","Maleisische","malajziai","malezyjski","<gender^NationalityGender=F>
малайзийская
</gender>
<gender^NationalityGender=M>
малайзийский
</gender>",""
"Maldives","Asia","Nationality","HUDText","Maldivian","PSG_10001186","","","","","","","des Maldives","<gender^NationalityGender=F>
maldiviana
</gender>
<gender^NationalityGender=M>
maldiviano
</gender>
","maledivisch","<gender^NationalityGender=F>
maldiva
</gender>
<gender^NationalityGender=M>
maldivo
</gender>","<gender^NationalityGender=F>
maldiva
</gender>
<gender^NationalityGender=M>
maldivo
</gender>
","Maldivische","maldív-szigeteki","malediwski","<gender^NationalityGender=F>
мальдивская
</gender>
<gender^NationalityGender=M>
мальдивский
</gender>",""
"Mali","Africa","Nationality","HUDText","Malian","PSG_10001187","","","","","","","du Mali","malese","malisch","maliense","<gender^NationalityGender=F>
maliana
</gender>
<gender^NationalityGender=M>
maliano
</gender>
","Malinese","mali-i","malijski","<gender^NationalityGender=F>
малийская
</gender>
<gender^NationalityGender=M>
малийский
</gender>",""
"Malta","Europe","Nationality","HUDText","Maltese","PSG_10001188","","","","","","","de Malte","maltese","maltesisch","<gender^NationalityGender=F>
maltesa
</gender>
<gender^NationalityGender=M>
maltés
</gender>","<gender^NationalityGender=F>
maltesa
</gender>
<gender^NationalityGender=M>
maltês
</gender>
","Maltese","máltai","maltański","<gender^NationalityGender=F>
мальтийская
</gender>
<gender^NationalityGender=M>
мальтийский
</gender>",""
"MarshallIslands","Oceania","Nationality","HUDText","Marshallese","PSG_10001189","","","","","","","des Îles Marshall","delle Isole Marshall","marschallisch","<gender^NationalityGender=F>
marshalesa
</gender>
<gender^NationalityGender=M>
marshalés
</gender>","<gender^NationalityGender=F>
marshallina
</gender>
<gender^NationalityGender=M>
marshallino
</gender>
","Marshalleilandse","Marshall-szigeteki","marszalski","<gender^NationalityGender=F>
маршаллская
</gender>
<gender^NationalityGender=M>
маршаллский
</gender>",""
"Mauritania","Africa","Nationality","HUDText","Mauritanian","PSG_10001190","","","","","","","de Mauritanie","della Mauritania","mauretanisch","<gender^NationalityGender=F>
mauriciana
</gender>
<gender^NationalityGender=M>
mauriciano
</gender>","<gender^NationalityGender=F>
mauritana
</gender>
<gender^NationalityGender=M>
mauritano
</gender>
","Mauritaanse","mauritániai","mauretański","<gender^NationalityGender=F>
мавританская
</gender>
<gender^NationalityGender=M>
мавританский
</gender>",""
"Mauritius","Africa","Nationality","HUDText","Mauritian","PSG_10001191","","","","","","","de l'île Maurice","delle Mauritius","mauritisch","<gender^NationalityGender=F>
mauritana
</gender>
<gender^NationalityGender=M>
mauritano
</gender>","<gender^NationalityGender=F>
mauriciana
</gender>
<gender^NationalityGender=M>
mauriciano
</gender>
","Mauritiaanse","mauritiusi","maurytyjski","<gender^NationalityGender=F>
маврикийская
</gender>
<gender^NationalityGender=M>
маврикийский
</gender>",""
"Mexico","North America","Nationality","HUDText","Mexican","PSG_10001192","","","","","","","du Mexique","<gender^NationalityGender=F>
messicana
</gender>
<gender^NationalityGender=M>
messicano
</gender>
","mexikanisch","<gender^NationalityGender=F>
mexicana
</gender>
<gender^NationalityGender=M>
mexicano
</gender>","<gender^NationalityGender=F>
mexicana
</gender>
<gender^NationalityGender=M>
mexicano
</gender>
","Mexicaanse","mexikói","meksykański","<gender^NationalityGender=F>
мексиканская
</gender>
<gender^NationalityGender=M>
мексиканский
</gender>",""
"Micronesia","Oceania","Nationality","HUDText","Micronesian","PSG_10001193","","","","","","","de Micronésie","<gender^NationalityGender=F>
micronesiana
</gender>
<gender^NationalityGender=M>
micronesiano
</gender>
","mikronesisch","<gender^NationalityGender=F>
micronesia
</gender>
<gender^NationalityGender=M>
micronesio
</gender>","<gender^NationalityGender=F>
micronésia
</gender>
<gender^NationalityGender=M>
micronésio
</gender>
","Micronesische","mikronéziai","mikronezyjski","<gender^NationalityGender=F>
микронезийская
</gender>
<gender^NationalityGender=M>
микронезийский
</gender>",""
"Moldova","Europe","Nationality","HUDText","Moldovan","PSG_10001194","","","","","","","de Moldavie","<gender^NationalityGender=F>
moldava
</gender>
<gender^NationalityGender=M>
moldavo
</gender>
","moldauisch","<gender^NationalityGender=F>
moldava
</gender>
<gender^NationalityGender=M>
moldavo
</gender>","<gender^NationalityGender=F>
moldava
</gender>
<gender^NationalityGender=M>
moldavo
</gender>
","Moldavische","moldovai","mołdawski","<gender^NationalityGender=F>
молдавская
</gender>
<gender^NationalityGender=M>
молдавский
</gender>",""
"Monaco","Europe","Nationality","HUDText","Monacan","PSG_10001195","","","","","","","de Monaco","<gender^NationalityGender=F>
monegasca
</gender>
<gender^NationalityGender=M>
monegasco
</gender>
","monegassisch","<gender^NationalityGender=F>
monegasca
</gender>
<gender^NationalityGender=M>
monegasco
</gender>","<gender^NationalityGender=F>
monegasca
</gender>
<gender^NationalityGender=M>
monegasco
</gender>
","Monegaskische","monacói","monakijski","<gender^NationalityGender=F>
монакская
</gender>
<gender^NationalityGender=M>
монакский
</gender>",""
"Mongolia","Asia","Nationality","HUDText","Mongolian","PSG_10001196","","","","","","","de Mongolie","<gender^NationalityGender=F>
mongola
</gender>
<gender^NationalityGender=M>
mongolo
</gender>
","mongolisch","<gender^NationalityGender=F>
mongola
</gender>
<gender^NationalityGender=M>
mongol
</gender>","mongol","Mongoolse","mongol","mongolski","<gender^NationalityGender=F>
монгольская
</gender>
<gender^NationalityGender=M>
монгольский
</gender>",""
"Montenegro","Europe","Nationality","HUDText","Montenegrin","PSG_10001197","","","","","","","du Monténégro","<gender^NationalityGender=F>
montenegrina
</gender>
<gender^NationalityGender=M>
montenegrino
</gender>
","montenegrinisch","<gender^NationalityGender=F>
montenegrina
</gender>
<gender^NationalityGender=M>
montenegrino
</gender>","<gender^NationalityGender=F>
montenegrina
</gender>
<gender^NationalityGender=M>
montenegrino
</gender>
","Montenegrijnse","montenegrói","czarnogórski","<gender^NationalityGender=F>
черногорская
</gender>
<gender^NationalityGender=M>
черногорский
</gender>",""
"Montserrat","North America","Nationality","HUDText","Montserratian","PSG_10007868","","","","","","","du Montserrat","di Montserrat","montserratisch","de Montserrat","Monserratense","Montserratian","montserrat-i","montserralski","<gender^NationalityGender=F>
монтсерратская
</gender>
<gender^NationalityGender=M>
монтсерратский
</gender>",""
"Morocco","Africa","Nationality","HUDText","Moroccan","PSG_10001198","","","","","","","du Maroc","<gender^NationalityGender=F>
marocchina
</gender>
<gender^NationalityGender=M>
marocchino
</gender>
","marokkanisch","marroquí","<gender^NationalityGender=F>
marroquina
</gender>
<gender^NationalityGender=M>
marroquino
</gender>
","Marokkaanse","marokkói","marokański","<gender^NationalityGender=F>
марокканская
</gender>
<gender^NationalityGender=M>
марокканский
</gender>",""
"Mozambique","Africa","Nationality","HUDText","Mozambican","PSG_10001199","","","","","","","du Mozambique","<gender^NationalityGender=F>
mozambicana
</gender>
<gender^NationalityGender=M>
mozambicano
</gender>
","mosambikanisch","<gender^NationalityGender=F>
mozambiqueña
</gender>
<gender^NationalityGender=M>
mozambiqueño
</gender>","<gender^NationalityGender=F>
moçambicana
</gender>
<gender^NationalityGender=M>
moçambicano
</gender>
","Mozambikaanse","mozambiki","mozambicki","<gender^NationalityGender=F>
мозамбикская
</gender>
<gender^NationalityGender=M>
мозамбикский
</gender>",""
"Namibia","Africa","Nationality","HUDText","Namibian","PSG_10001200","","","","","","","de Namibie","<gender^NationalityGender=F>
namibiana
</gender>
<gender^NationalityGender=M>
namibiano
</gender>
","namibisch","<gender^NationalityGender=F>
namibia
</gender>
<gender^NationalityGender=M>
namibio
</gender>","<gender^NationalityGender=F>
namibiana
</gender>
<gender^NationalityGender=M>
namibiano
</gender>
","Namibische","namíbiai","namibijski","<gender^NationalityGender=F>
намибийская
</gender>
<gender^NationalityGender=M>
намибийский
</gender>",""
"Nauru","Oceania","Nationality","HUDText","Nauruan","PSG_10001201","","","","","","","de Nauru","del Nauru","nauruisch","<gender^NationalityGender=F>
nauruana
</gender>
<gender^NationalityGender=M>
nauruano
</gender>","<gender^NationalityGender=F>
nauruana
</gender>
<gender^NationalityGender=M>
nauruano
</gender>
","Nauruaanse","naurui","nauruański","<gender^NationalityGender=F>
науруанская
</gender>
<gender^NationalityGender=M>
науруанский
</gender>",""
"Nepal","Asia","Nationality","HUDText","Nepalese","PSG_10001202","","","","","","","du Népal","nepalese","nepalesisch","nepalí","<gender^NationalityGender=F>
nepalesa
</gender>
<gender^NationalityGender=M>
nepalês
</gender>
","Nepalese","nepáli","nepalski","<gender^NationalityGender=F>
непальская
</gender>
<gender^NationalityGender=M>
непальский
</gender>",""
"Netherlands","Europe","Nationality","HUDText","Dutch","PSG_10001203","","","","","","","des Pays-Bas","olandese","niederländisch","<gender^NationalityGender=F>
holandesa
</gender>
<gender^NationalityGender=M>
holandés
</gender>","<gender^NationalityGender=F>
holandesa
</gender>
<gender^NationalityGender=M>
holandês
</gender>
","Nederlandse","holland","holenderski","<gender^NationalityGender=F>
нидерландская
</gender>
<gender^NationalityGender=M>
нидерландский
</gender>",""
"NewCaledonia","Oceania","Nationality","HUDText","New Caledonian","PSG_10007613","","","","","","","de Nouvelle-Calédonie","della Nuova Caledonia","neukaledonisch","<gender^NationalityGender=F>
Neocaledonia
</gender>
<gender^NationalityGender=M>
Neocaledonio
</gender>","<gender^NationalityGender=F>
Neocaledônia
</gender>
<gender^NationalityGender=M>
Neocaledônio
</gender>
","Nieuw-Caledonische","új-kaledóniai","nowokaledoński","<gender^NationalityGender=F>
новокаледонская
</gender>
<gender^NationalityGender=M>
новокаледонский
</gender>",""
"NewZealand","Oceania","Nationality","HUDText","New Zealand","PSG_10001204","","","","","","","de Nouvelle-Zélande","neozelandese","neuseeländisch","<gender^NationalityGender=F>
neozelandesa
</gender>
<gender^NationalityGender=M>
neozelandés
</gender>","<gender^NationalityGender=F>
neozelandesa
</gender>
<gender^NationalityGender=M>
neozelandês
</gender>
","Nieuw-Zeelandse","új-zélandi","nowozelandzki","<gender^NationalityGender=F>
новозеландская
</gender>
<gender^NationalityGender=M>
новозеландский
</gender>",""
"Nicaragua","North America","Nationality","HUDText","Nicaraguan","PSG_10001205","","","","","","","du Nicaragua","nicaraguense","nicaraguanisch","nicaragüense","nicaraguense","Nicaraguaanse","nicaraguai","nikaraguański","<gender^NationalityGender=F>
никарагуанская
</gender>
<gender^NationalityGender=M>
никарагуанский
</gender>",""
"Niger","Africa","Nationality","HUDText","Nigerien","PSG_10001206","","","","","","","du Niger","del Niger","nigrisch","<gender^NationalityGender=F>
nigerina
</gender>
<gender^NationalityGender=M>
nigerino
</gender>","<gender^NationalityGender=F>
nigerina
</gender>
<gender^NationalityGender=M>
nigerino
</gender>
","Nigeriaanse","nigeri","nigerski","<gender^NationalityGender=F>
нигерская
</gender>
<gender^NationalityGender=M>
нигерский
</gender>",""
"Nigeria","Africa","Nationality","HUDText","Nigerian","PSG_10001207","","","","","","","du Nigeria","della Nigeria","nigerianisch","<gender^NationalityGender=F>
nigeriana
</gender>
<gender^NationalityGender=M>
nigeriano
</gender>","<gender^NationalityGender=F>
nigeriana
</gender>
<gender^NationalityGender=M>
nigeriano
</gender>
","Nigeriaanse","nigériai","nigeryjski","<gender^NationalityGender=F>
нигерийская
</gender>
<gender^NationalityGender=M>
нигерийский
</gender>",""
"NorthernMariana","Oceania","Nationality","HUDText","Northern Marianan","PSG_10007614","","","","","","","des îles Mariannes du Nord","delle Marianne settentrionali","nordmarianisch","<gender^NationalityGender=F>
normariana
</gender>
<gender^NationalityGender=M>
normariano
</gender>","Habitante das Marianas do Norte","Mariaanse","északi-mariana-szigeteki","północnomariański","<gender^NationalityGender=F>
северомарианская
</gender>
<gender^NationalityGender=M>
северомарианский
</gender>",""
"NorthKorea","Asia","Nationality","HUDText","North Korean","PSG_10001208","","","","","","","de Corée du Nord","<gender^NationalityGender=F>
nordcoreana
</gender>
<gender^NationalityGender=M>
nordcoreano
</gender>
","nordkoreanisch","<gender^NationalityGender=F>
norcoreana
</gender>
<gender^NationalityGender=M>
norcoreano
</gender>","<gender^NationalityGender=F>
norte-coreana
</gender>
<gender^NationalityGender=M>
norte-coreano
</gender>
","Noord-Koreaanse","észak-koreai","północnokoreański","<gender^NationalityGender=F>
северокорейская
</gender>
<gender^NationalityGender=M>
северокорейский
</gender>",""
"Norway","Europe","Nationality","HUDText","Norwegian","PSG_10001209","","","","","","","de Norvège","norvegese","norwegisch","<gender^NationalityGender=F>
noruega
</gender>
<gender^NationalityGender=M>
noruego
</gender>","<gender^NationalityGender=F>
norueguesa
</gender>
<gender^NationalityGender=M>
norueguês
</gender>
","Noorse","norvég","norweski","<gender^NationalityGender=F>
норвежская
</gender>
<gender^NationalityGender=M>
норвежский
</gender>",""
"Oman","Asia","Nationality","HUDText","Omani","PSG_10001210","","","","","","","d'Oman","dell'Oman","omanisch","omaní","omani","Omaanse","ománi","omański","<gender^NationalityGender=F>
оманская
</gender>
<gender^NationalityGender=M>
оманский
</gender>",""
"Pakistan","Asia","Nationality","HUDText","Pakistani","PSG_10001211","","","","","","","du Pakistan","<gender^NationalityGender=F>
pakistana
</gender>
<gender^NationalityGender=M>
pakistano
</gender>
","pakistanisch","pakistaní","<gender^NationalityGender=F>
paquistanesa
</gender>
<gender^NationalityGender=M>
paquistanês
</gender>
","Pakistaanse","pakisztáni","pakistański","<gender^NationalityGender=F>
пакистанская
</gender>
<gender^NationalityGender=M>
пакистанский
</gender>",""
"Palau","Oceania","Nationality","HUDText","Palauan","PSG_10001212","","","","","","","des Palaos","del Palau","palauisch","<gender^NationalityGender=F>
palauana
</gender>
<gender^NationalityGender=M>
palauano
</gender>","<gender^NationalityGender=F>
palauana
</gender>
<gender^NationalityGender=M>
palauano
</gender>
","Palause","palaui","palauski","<gender^NationalityGender=F>
палауская
</gender>
<gender^NationalityGender=M>
палауский
</gender>",""
"Panama","North America","Nationality","HUDText","Panamanian","PSG_10001213","","","","","","","du Panama","panamense","panamaisch","<gender^NationalityGender=F>
panameña
</gender>
<gender^NationalityGender=M>
panameño
</gender>","<gender^NationalityGender=F>
panamenha
</gender>
<gender^NationalityGender=M>
panamenho
</gender>
","Panamese","panamai","panamski","<gender^NationalityGender=F>
панамская
</gender>
<gender^NationalityGender=M>
панамский
</gender>",""
"PapuaNewGuinea","Oceania","Nationality","HUDText","Papua New Guinean","PSG_10001215","","","","","","","de Papouasie-Nouvelle-Guinée","della Papua Nuova Guinea","papua-neuguineisch","papú","<gender^NationalityGender=F>
papuásia
</gender>
<gender^NationalityGender=M>
papuásio
</gender>
","Papoea-Nieuw-Guineese","pápua új-guineai","papuański","<gender^NationalityGender=F>
новогвинейская
</gender>
<gender^NationalityGender=M>
новогвинейский
</gender>",""
"Paraguay","South America","Nationality","HUDText","Paraguayan","PSG_10001214","","","","","","","du Paraguay","<gender^NationalityGender=F>
paraguaiana
</gender>
<gender^NationalityGender=M>
paraguaiano
</gender>
","paraguayisch","<gender^NationalityGender=F>
paraguaya
</gender>
<gender^NationalityGender=M>
paraguayo
</gender>","<gender^NationalityGender=F>
paraguaia
</gender>
<gender^NationalityGender=M>
paraguaio
</gender>
","Paraguayaanse","paraguayi","paragwajski","<gender^NationalityGender=F>
парагвайская
</gender>
<gender^NationalityGender=M>
парагвайский
</gender>",""
"Peru","South America","Nationality","HUDText","Peruvian","PSG_10001216","","","","","","","du Pérou","<gender^NationalityGender=F>
peruviana
</gender>
<gender^NationalityGender=M>
peruviano
</gender>
","peruanisch","<gender^NationalityGender=F>
peruana
</gender>
<gender^NationalityGender=M>
peruano
</gender>","<gender^NationalityGender=F>
peruana
</gender>
<gender^NationalityGender=M>
peruano
</gender>
","Peruaanse","perui","peruwiański","<gender^NationalityGender=F>
перуанская
</gender>
<gender^NationalityGender=M>
перуанский
</gender>",""
"Philippines","Asia","Nationality","HUDText","Filipino","PSG_10001217","","","","","","","des Philippines","<gender^NationalityGender=F>
filippina
</gender>
<gender^NationalityGender=M>
filippino
</gender>
","philippinisch","<gender^NationalityGender=F>
filipina
</gender>
<gender^NationalityGender=M>
filipino
</gender>","<gender^NationalityGender=F>
filipina
</gender>
<gender^NationalityGender=M>
filipino
</gender>
","Filippijnse","Fülöp-szigeteki","filipiński","<gender^NationalityGender=F>
филиппинская
</gender>
<gender^NationalityGender=M>
филиппинский
</gender>",""
"Poland","Europe","Nationality","HUDText","Polish","PSG_10001218","","","","","","","de Pologne","<gender^NationalityGender=F>
polacca
</gender>
<gender^NationalityGender=M>
polacco
</gender>
","polnisch","<gender^NationalityGender=F>
polaca
</gender>
<gender^NationalityGender=M>
polaco
</gender>","<gender^NationalityGender=F>
polonesa
</gender>
<gender^NationalityGender=M>
polonês
</gender>
","Poolse","lengyel","polski","<gender^NationalityGender=F>
польская
</gender>
<gender^NationalityGender=M>
польский
</gender>",""
"Portugal","Europe","Nationality","HUDText","Portuguese","PSG_10001219","","","","","","","du Portugal","portoghese","portugiesisch","<gender^NationalityGender=F>
portuguesa
</gender>
<gender^NationalityGender=M>
portugués
</gender>","<gender^NationalityGender=F>
portugusa
</gender>
<gender^NationalityGender=M>
português
</gender>
","Portugese","portugál","portugalski","<gender^NationalityGender=F>
португальская
</gender>
<gender^NationalityGender=M>
португальский
</gender>",""
"PuertoRico","North America","Nationality","HUDText","Puerto Rican","PSG_10007615","","","","","","","de Porto Rico","<gender^NationalityGender=F>
portoricana
</gender>
<gender^NationalityGender=M>
portoricano
</gender>
","puertoricanisch","<gender^NationalityGender=F>
puertorriqueño
</gender>
<gender^NationalityGender=M>
puertorriqueña
</gender>","<gender^NationalityGender=F>
Porto-riquenha
</gender>
<gender^NationalityGender=M>
Porto-riquenho
</gender>
","Puerto Ricaanse","puerto ricói","portorykański","<gender^NationalityGender=F>
пуэрториканская
</gender>
<gender^NationalityGender=M>
пуэрториканский
</gender>",""
